שם רשות מקומית,שנה,רכב פרטי
שכניה,2016,257
שכניה,2017,292
שכניה,2018,305
שכניה,2019,312
שלווה,2015,137
שלווה,2016,145
שלווה,2017,159
שלווה,2018,187
שלווה,2019,194
שלוחות,2015,90
שלוחות,2016,103
שלוחות,2017,112
שלוחות,2018,113
שלוחות,2019,120
שלומי,2015,"1,962"
שלומי,2016,"2,042"
שלומי,2017,"2,145"
שלומי,2018,"2,274"
שלומי,2019,"2,395"
שלומית,2015,43
שלומית,2016,49
שלומית,2017,54
שלומית,2018,67
שלומית,2019,85
שמיר,2015,228
שמיר,2016,235
שמיר,2017,241
שמיר,2018,260
שמיר,2019,268
שמעה,2015,155
שמעה,2016,179
שמעה,2017,189
שמעה,2018,207
שמעה,2019,218
שמרת,2015,119
שמרת,2016,138
שמרת,2017,170
שמרת,2018,187
שמרת,2019,200
שמשית,2015,763
שמשית,2016,809
שמשית,2017,846
שמשית,2018,899
שמשית,2019,944
שני,2015,154
שני,2016,167
שני,2017,182
שני,2018,189
שני,2019,196
שניר,2015,195
שניר,2016,205
שניר,2017,214
שניר,2018,227
שניר,2019,237
שעב,2015,"1,767"
שעב,2016,"1,890"
שעב,2017,"2,072"
שעב,2018,"2,218"
שעב,2019,"2,353"
שעל,2015,150
שעל,2016,144
שעל,2017,154
שעל,2018,152
שעל,2019,168
שעלבים,2015,270
שעלבים,2016,296
שעלבים,2017,312
שעלבים,2018,329
שעלבים,2019,348
שער אפרים,2015,614
שער אפרים,2016,652
שער אפרים,2017,710
שער אפרים,2018,735
שער אפרים,2019,736
שער הגולן,2015,128
שער הגולן,2016,117
שער הגולן,2017,128
שער הגולן,2018,136
שער הגולן,2019,146
שער העמקים,2015,186
שער העמקים,2016,210
שער העמקים,2017,220
שער העמקים,2018,217
שער העמקים,2019,226
שער מנשה,2017,1
שער מנשה,2018,1
שער מנשה,2019,1
שפיים,2015,414
שפיים,2016,446
שפיים,2017,473
שפיים,2018,485
שפיים,2019,504
שפיר,2015,273
שפיר,2016,290
שפיר,2017,299
שפיר,2018,302
שפיר,2019,316
שפר,2015,134
שפר,2016,142
שפר,2017,158
שפר,2018,168
שפר,2019,177
שפרעם,2015,"11,367"
שפרעם,2016,"12,210"
שפרעם,2017,"13,179"
שפרעם,2018,"14,018"
שפרעם,2019,"14,891"
שקד,2015,315
שקד,2016,328
שקד,2017,408
שקד,2018,413
שקד,2019,407
שקף,2015,142
שקף,2016,151
שקף,2017,152
שקף,2018,162
שקף,2019,174
שרונה,2015,210
שרונה,2016,223
שרונה,2017,235
שרונה,2018,229
שרונה,2019,234
שריגים (לי-און),2015,338
שריגים (לי-און),2016,364
שריגים (לי-און),2017,399
שריגים (לי-און),2018,425
שריגים (לי-און),2019,447
שריד,2015,281
שריד,2016,302
שריד,2017,304
שריד,2018,298
שריד,2019,302
שרשרת,2015,93
שרשרת,2016,102
שרשרת,2017,105
שרשרת,2018,124
שרשרת,2019,115
שתולה,2015,119
שתולה,2016,126
שתולה,2017,127
שתולה,2018,130
שתולה,2019,140
שתולים,2015,615
שתולים,2016,660
שתולים,2017,718
שתולים,2018,747
שתולים,2019,766
תאשור,2015,138
תאשור,2016,145
תאשור,2017,149
תאשור,2018,148
תאשור,2019,153
תדהר,2015,161
תדהר,2016,192
תדהר,2017,213
תדהר,2018,226
תדהר,2019,241
תובל,2015,86
תובל,2016,84
תובל,2017,104
תובל,2018,113
תובל,2019,115
תומר,2015,122
תומר,2016,136
תומר,2017,150
תומר,2018,156
תומר,2019,146
תושייה,2015,119
תושייה,2016,128
תושייה,2017,141
תושייה,2018,157
תושייה,2019,165
תימורים,2015,336
תימורים,2016,339
תימורים,2017,369
תימורים,2018,385
תימורים,2019,377
תירוש,2015,142
תירוש,2016,147
תירוש,2017,153
תירוש,2018,160
תירוש,2019,154
תל אביב -יפו,2015,"221,846"
תל אביב -יפו,2016,"229,328"
תל אביב -יפו,2017,"232,492"
תל אביב -יפו,2018,"239,645"
תל אביב -יפו,2019,"224,781"
תל יוסף,2015,175
תל יוסף,2016,177
תל יוסף,2017,173
תל יוסף,2018,174
תל יוסף,2019,168
תל יצחק,2015,346
תל יצחק,2016,347
תל יצחק,2017,367
תל יצחק,2018,365
תל יצחק,2019,346
תל מונד,2015,"4,305"
תל מונד,2016,"4,582"
תל מונד,2017,"4,890"
תל מונד,2018,"5,167"
תל מונד,2019,"5,370"
תל עדשים,2015,391
תל עדשים,2016,418
תל עדשים,2017,418
תל עדשים,2018,445
תל עדשים,2019,468
תל קציר,2015,110
תל קציר,2016,128
תל קציר,2017,137
תל קציר,2018,136
תל קציר,2019,149
תל שבע,2015,"2,109"
תל שבע,2016,"2,430"
תל שבע,2017,"2,772"
תל שבע,2018,"2,986"
תל שבע,2019,"3,203"
תל תאומים,2015,152
תל תאומים,2016,157
תל תאומים,2017,175
תל תאומים,2018,198
תל תאומים,2019,215
תלם,2015,82
תלם,2016,88
תלם,2017,112
תלם,2018,122
תלם,2019,127
תלמי אליהו,2015,100
תלמי אליהו,2016,101
תלמי אליהו,2017,109
תלמי אליהו,2018,114
תלמי אליהו,2019,119
תלמי אלעזר,2015,302
תלמי אלעזר,2016,330
תלמי אלעזר,2017,387
תלמי אלעזר,2018,421
תלמי אלעזר,2019,438
"תלמי ביל""ו",2015,147
"תלמי ביל""ו",2016,169
"תלמי ביל""ו",2017,195
"תלמי ביל""ו",2018,218
"תלמי ביל""ו",2019,226
תלמי יוסף,2015,112
תלמי יוסף,2016,123
תלמי יוסף,2017,129
תלמי יוסף,2018,141
תלמי יוסף,2019,154
תלמי יחיאל,2015,306
תלמי יחיאל,2016,334
תלמי יחיאל,2017,337
תלמי יחיאל,2018,352
תלמי יחיאל,2019,367
תלמי יפה,2015,237
תלמי יפה,2016,249
תלמי יפה,2017,253
תלמי יפה,2018,264
תלמי יפה,2019,275
תלמים,2015,200
תלמים,2016,217
תלמים,2017,219
תלמים,2018,245
תלמים,2019,256
תמרת,2015,715
תמרת,2016,746
תמרת,2017,773
תמרת,2018,783
תמרת,2019,789
תנובות,2015,328
תנובות,2016,353
תנובות,2017,362
תנובות,2018,376
תנובות,2019,373
תעוז,2015,186
תעוז,2016,203
תעוז,2017,201
תעוז,2018,207
תעוז,2019,219
תפרח,2015,177
תפרח,2016,205
תפרח,2017,210
תפרח,2018,207
תפרח,2019,220
תקומה,2015,236
תקומה,2016,246
תקומה,2017,260
תקומה,2018,275
תקומה,2019,274
תקוע,2015,810
תקוע,2016,878
תקוע,2017,948
תקוע,2018,987
תקוע,2019,"1,053"
תרבין א-צאנע (יישוב)*,2015,36
תרבין א-צאנע (יישוב)*,2016,47
תרבין א-צאנע (יישוב)*,2017,63
תרבין א-צאנע (יישוב)*,2018,167
תרבין א-צאנע (יישוב)*,2019,179
תרום,2015,235
תרום,2016,252
תרום,2017,287
תרום,2018,295
תרום,2019,303
,,
